userId,movieId,rating,timestamp
534,68157,4.0,1459787996
177,59369,3.5,1435526187
45,1676,4.0,950740565
264,7841,3.0,1136978777
29,1213,4.0,1308025032
213,39446,2.5,1316196091
64,4105,3.0,1161566128
57,1678,3.0,972172280
111,56775,3.5,1516141286
104,41566,4.5,1219930219
68,1042,2.5,1158535373
73,64969,4.0,1464282958
380,82461,3.0,1493420779
511,7153,5.0,1450093990
307,3616,2.0,1186172983
610,42946,5.0,1479542372
414,3999,2.0,1216151260
254,344,3.5,1180446609
448,104076,1.5,1402162552
305,61323,3.0,1460136674
231,1291,4.0,1433089455
247,54286,3.5,1467644268
102,173,2.0,835876239
217,1527,3.0,956194846
40,330,3.0,832059921
596,87232,3.5,1535708562
276,104,5.0,858350672
292,318,5.0,990062572
111,71205,0.5,1516152698
140,1204,5.0,942841471
380,8961,4.0,1493423255
603,590,3.0,963177385
480,4367,1.5,1179166108
232,51933,2.5,1192670594
448,122,2.0,1019128536
225,3253,4.0,949111556
534,5816,4.0,1459787995
325,1371,3.0,1039397184
226,5388,3.0,1097545069
590,3421,3.5,1258419759
346,6643,4.0,1172692115
469,2901,5.0,965335721
380,3471,3.0,1494803569
307,5010,3.0,1192300722
232,33166,4.5,1183000329
10,296,1.0,1455303387
445,5878,4.5,1454621892
474,3160,5.0,974667033
271,1805,2.5,1234301782
236,2858,5.0,943015099
359,1381,1.0,1192499717
125,155064,2.5,1485508707
610,66785,3.5,1493849984
313,858,5.0,1030476347
489,40583,3.0,1333232237
599,91653,2.5,1498527588
609,231,3.0,847220869
448,114028,4.0,1446293357
352,1089,5.0,1493932013
68,852,3.5,1158533697
599,82667,3.0,1498524675
572,2497,2.0,945888531
491,50872,4.0,1522605385
176,553,5.0,840108893
159,377,3.0,1508640341
140,1500,5.0,942842565
139,6534,1.0,1453924653
518,24,2.5,1056907643
230,2641,0.5,1196304146
599,595,3.5,1498797790
95,3033,4.0,1105401122
599,159061,3.0,1498528517
465,2110,4.0,959896292
63,555,2.5,1443200104
263,6708,3.0,1090948299
474,55442,3.5,1238350498
72,4973,5.0,1217324685
448,1227,5.0,1019130838
217,1689,2.0,955943700
47,2420,3.5,1496208479
19,1798,1.0,965712048
222,1466,2.5,1391349980
400,2571,5.0,1498870160
331,1676,4.0,1537235373
364,858,5.0,869443772
561,32587,3.0,1491091214
608,1769,4.0,1117507183
517,6377,4.0,1487954354
274,5690,3.0,1209600854
579,2018,3.0,958881086
111,176329,4.0,1517440844
336,3147,4.5,1122227255
111,71535,3.5,1516140991
337,628,5.0,860255867
555,589,5.0,978841345
318,184245,5.0,1517774414
318,44555,4.0,1325521115
444,357,4.0,839311913
608,1249,3.5,1117502858
42,1027,4.0,996215153
425,785,3.5,1085476634
304,17,3.0,891174111
362,3006,3.5,1530643068
68,4638,2.0,1158533676
469,2973,4.0,965336905
137,1136,5.0,1204863777
542,48593,3.0,1163386841
334,50872,4.0,1225477505
567,2792,2.5,1525288148
252,122886,4.0,1498284797
608,4545,2.5,1117506922
599,4919,3.5,1498542577
160,3081,5.0,976797151
474,8336,3.5,1111412902
137,2571,4.0,1204859379
318,1645,3.0,1419076588
448,157122,3.0,1489778727
275,778,5.0,1049078651
365,100507,4.0,1489796820
280,364,4.5,1348532128
452,2600,4.0,1019580705
220,34,4.5,1230055796
288,3527,2.0,1048089669
160,367,5.0,971437089
424,99114,4.5,1457844575
469,2915,3.0,965425513
68,6537,3.0,1158532334
73,108932,3.5,1464197927
603,495,5.0,953927108
274,59615,3.5,1212003422
597,1288,5.0,941639716
555,413,3.0,978747285
199,6552,3.0,1261363952
596,44191,3.5,1535708699
187,5349,2.0,1161863812
219,30810,3.0,1194680906
111,5989,4.0,1516140866
545,1960,3.0,1240358518
45,1784,4.0,951170165
122,4239,4.5,1461562346
326,5952,4.0,1436898129
330,1080,4.5,1285904383
448,113416,1.5,1461440907
408,44840,3.0,1468361608
76,1247,2.0,1439168648
105,3623,4.0,1446573346
600,4,1.5,1237760055
408,166528,4.0,1485815184
387,3267,2.5,1192345922
448,858,5.0,1019124147
560,106782,4.0,1469648763
483,5902,5.0,1312669896
89,50999,5.0,1520409509
428,8874,4.0,1111487901
274,2617,3.5,1171943615
427,6055,1.0,1053069556
534,36289,4.0,1459797083
540,47,4.5,1179109020
318,500,3.5,1270751771
308,6863,3.5,1421375129
76,34405,5.0,1439165874
414,44022,2.5,1489548300
28,592,2.5,1234516064
567,166526,1.0,1525289450
414,5878,4.0,1058144631
51,593,5.0,1230931534
480,6755,3.5,1179161033
339,51540,5.0,1460518671
256,377,4.0,1446580076
414,5010,5.0,1024324366
323,348,3.5,1422640613
111,53125,3.5,1516140807
111,40815,4.0,1516140892
448,6539,3.5,1066291868
414,88744,4.0,1511535685
328,2761,5.0,1494210619
599,393,2.5,1498517496
288,2123,2.0,978469623
290,1385,3.0,975032090
560,5816,3.0,1469649857
274,58295,3.5,1232316559
226,5991,3.5,1096419885
419,296,5.0,1321659004
391,1466,3.0,1032389940
232,5108,4.0,1114641277
228,65,2.0,1363222731
435,4571,3.5,1366675934
169,1777,4.0,1059428128
383,2686,5.0,943569933
274,3146,3.5,1171828362
212,188751,4.5,1532362151
19,3300,3.0,965703299
99,227,3.0,829828005
557,231,3.5,1452797746
105,16,4.5,1446749417
493,2000,4.0,1001562740
64,6711,4.0,1161520401
603,3374,4.0,953927375
239,56174,3.0,1221158908
64,3421,4.5,1161528832
10,96079,5.0,1455302172
298,54934,0.5,1467489584
517,68793,3.0,1487957778
567,6534,0.5,1525289936
605,3466,3.5,1277175844
448,4321,5.0,1019127641
380,1208,4.0,1493474214
113,3451,5.0,980307165
590,2628,2.5,1258429919
266,145,3.0,945669980
377,2699,3.5,1340345307
198,4823,1.0,1034135389
197,2268,4.0,947462734
103,1702,3.5,1431969755
417,3949,4.5,1529283649
564,2273,3.0,1478453618
249,88785,3.5,1355677468
32,153,3.0,856737123
564,67734,5.0,1481817716
509,3034,3.0,1436000029
596,34332,3.5,1535711644
318,117849,4.5,1428013151
393,73017,5.0,1430506540
452,353,5.0,1019580676
414,1198,5.0,961515566
249,168254,4.0,1506270630
599,45722,2.5,1498528161
555,3263,2.0,978746874
542,924,4.0,1163387449
448,4234,3.0,1046111054
599,60522,1.5,1519253056
414,1344,3.5,1073681875
560,109313,4.0,1469675837
83,4975,4.0,1333843303
603,4424,4.0,1000194402
91,1994,4.0,1112711583
191,47,4.0,829760898
599,5040,2.0,1498510999
448,3754,1.0,1032772474
522,96610,3.5,1388124671
182,1673,4.5,1054780442
62,122924,4.0,1525125413
387,1090,3.5,1094877353
85,527,5.0,889467704
288,1186,3.0,980534759
570,377,3.5,1181477087
160,2021,1.0,971114208
553,1825,3.5,1219556438
135,300,4.0,1009693815
19,2369,2.0,965707016
318,71131,4.0,1300541595
226,1210,5.0,1097545652
186,899,4.0,1031073593
560,56587,2.5,1469651058
19,466,3.0,965707518
234,552,3.0,1004408517
19,1754,2.0,965711237
438,2762,4.0,1105666343
103,104,4.0,1431957331
610,73676,3.0,1479542271
414,6349,3.0,1053623881
18,1954,4.0,1455749673
75,7153,4.0,1158967110
28,2490,4.5,1234516086
288,349,3.0,978465686
427,5418,4.0,1053070350
326,57669,4.5,1436898680
284,327,4.0,832699947
338,175569,1.5,1530148469
166,54286,5.0,1188774329
434,1090,5.0,1270603951
380,166946,4.0,1508436212
378,33794,4.5,1445347578
475,1240,4.5,1498031588
428,377,2.5,1111525992
603,2304,4.0,963176251
356,441,4.5,1229140337
104,6030,2.0,1048591010
270,36,5.0,853918793
414,61323,3.5,1273976922
200,7373,4.0,1229887487
414,61132,4.0,1273977332
591,3916,4.0,970524567
63,7132,4.0,1443201026
28,34536,2.5,1242288187
42,3052,3.0,996216117
274,34150,2.0,1171786412
367,3157,5.0,997812439
160,1019,5.0,971619022
382,71530,3.5,1515174972
288,54503,3.0,1207832736
377,86290,3.0,1340344027
182,5574,4.0,1054782465
135,2707,2.0,1009691256
448,106491,2.0,1420388390
186,5378,4.0,1031079788
6,460,3.0,845555281
219,1918,3.0,1194680710
382,45447,3.0,1515162659
534,71535,4.0,1459787998
597,1597,3.0,941729657
387,38038,3.5,1136452314
387,55280,3.5,1195452032
456,260,5.0,856883383
318,90647,4.0,1413628045
392,2694,4.0,1027524346
533,1200,4.0,1424753991
182,3761,4.0,1055154143
361,150,3.0,1204045255
406,5620,5.0,1296959395
41,1219,4.0,1459367455
448,8622,3.5,1111503792
606,8373,2.5,1181663190
367,902,3.0,997812946
489,89864,5.0,1332705045
474,4465,4.0,1004131709
595,2078,4.0,938807654
307,2122,3.5,1186087866
288,2089,3.0,978469455
524,552,4.0,851608897
596,102903,4.0,1535627488
474,2144,3.0,978575993
58,234,4.0,847719333
187,5952,4.5,1161850077
140,368,3.0,942842814
325,1947,3.0,1039396341
606,3257,2.0,1172012842
174,225,3.0,848487101
593,1968,1.5,1181008094
57,329,4.0,969753849
451,112,5.0,854089243
10,107141,2.0,1455399188
184,122918,4.5,1537109379
169,60,4.0,1078285375
204,51255,4.5,1327183589
610,106100,4.0,1493845281
414,2987,4.0,961437096
306,60126,3.5,1518380670
437,52,4.0,859721046
177,2080,4.0,1435534751
414,34162,3.0,1216149187
514,4993,2.0,1533871470
525,63992,1.5,1476479759
334,3996,3.5,1234630105
10,4306,4.5,1455356595
247,1198,4.0,1467643891
448,137517,0.5,1492953436
91,2000,3.5,1112713550
39,1214,5.0,974787510
365,62434,4.0,1489796932
226,41566,4.0,1196229510
603,2763,2.0,953926333
368,521,3.0,971276675
474,45928,4.0,1181348242
42,19,2.0,996256258
474,8950,4.0,1118407928
560,1080,4.0,1469652879
317,88129,4.0,1430513016
366,2028,4.0,1445546520
216,927,4.0,975212335
489,52885,3.0,1333658738
292,2710,0.5,1442098939
111,48520,4.0,1516152919
63,3623,2.5,1443200578
82,153,3.0,1084465021
448,119141,3.5,1448050198
318,3948,2.5,1342468649
298,141688,3.0,1458649757
351,6874,3.0,1328288200
294,2968,4.0,966633825
232,52287,3.5,1218169603
303,3175,4.0,1053303225
609,116,3.0,847221025
419,89580,4.0,1321853700
50,174141,3.5,1524697215
483,94777,3.0,1415577592
605,3997,2.0,1277176992
534,134853,3.5,1459787996
562,33166,4.5,1368893832
156,2599,4.0,1106853832
28,6993,1.5,1243837374
448,1125,4.0,1019127479
307,1923,3.0,1186161435
249,97913,4.5,1359928372
290,3361,4.0,975032000
141,54272,2.5,1513132229
286,1258,4.5,1119563459
399,6377,5.0,1167220376
64,2321,3.5,1161521673
605,54190,4.0,1277096020
599,9005,2.0,1498511188
298,42725,0.5,1467489416
448,49272,4.5,1168196899
525,4054,3.0,1476476988
28,6711,2.5,1236314713
342,3752,4.0,1042822111
219,4270,2.5,1194740212
246,357,5.0,1354126257
221,27721,5.0,1118246854
339,2791,3.5,1460182239
437,592,3.0,859721399
428,3744,3.0,1111523975
306,105731,2.0,1518327196
581,4306,4.5,1447007408
47,72395,3.5,1496205833
383,2324,5.0,943569630
172,277,4.5,1238715964
514,159510,2.0,1533946332
274,3452,2.0,1171786290
156,2202,4.0,1106854242
103,69140,4.0,1522172162
210,179511,4.0,1537632338
17,1089,4.0,1307262280
582,85414,2.5,1446792736
428,9,2.0,1111524871
599,5568,2.5,1519173358
590,7013,4.0,1258426677
28,46578,2.0,1243837448
603,1291,3.0,953927884
368,160,2.0,975830276
234,65,3.0,1001975877
425,1200,3.5,1085477630
334,33493,3.0,1232308392
177,78499,5.0,1435524741
500,364,3.0,1005528236
469,593,4.0,965661952
132,247,3.0,1157923560
221,8228,4.5,1118246660
387,911,4.0,1117431126
304,1616,4.0,891172803
119,4993,5.0,1435944174
125,356,5.0,1474142139
57,3527,3.0,965798716
419,8361,4.5,1322305180
68,2294,3.0,1158533725
156,1684,4.0,939854571
518,1215,4.0,1056907496
483,296,5.0,1178213426
326,1619,5.0,1322250656
575,2496,3.0,926510262
477,6373,4.0,1200941360
305,45720,3.5,1460136691
521,1073,4.0,852713185
434,230,2.5,1270602435
510,3160,2.5,1141158918
19,1215,3.0,965706068
19,208,2.0,965709832
352,91500,4.0,1493674208
123,112556,4.5,1447292383
19,3489,2.0,965704331
346,111,4.0,1094646949
113,509,5.0,980051801
298,5363,2.0,1466277767
462,58191,4.0,1265662119
489,2144,3.5,1333022578
182,3418,4.0,1054783751
167,8368,4.5,1154719092
339,48516,4.5,1460182050
354,1225,4.5,1200941432
561,6947,4.0,1491092941
318,8958,3.5,1438362223
68,5419,4.5,1269123376
354,33679,3.5,1200953032
603,501,5.0,953925002
132,3556,4.0,1157924198
356,485,2.5,1232430711
562,2393,3.0,1368890751
474,4963,4.0,1046871225
387,1263,5.0,1094877128
380,172875,5.0,1536875315
94,434,3.0,843406707
290,1345,3.0,974942658
307,8506,2.5,1189456374
491,6539,3.0,1526672916
227,106782,5.0,1447210781
249,68358,4.0,1377202558
66,1748,5.0,1099188071
469,1584,5.0,965335435
292,4085,3.5,1293562848
58,345,4.0,847719308
551,49272,4.5,1504925922
256,4995,5.0,1446580211
339,108928,3.0,1460183636
527,3751,4.0,1033174482
386,10,3.0,842610246
387,50804,2.5,1171085997
448,4291,2.0,1019563464
356,48342,5.0,1231363184
600,2431,2.5,1237762714
355,2094,4.0,974965782
608,2581,1.0,1117674448
63,4896,1.5,1443200572
474,4007,4.0,1119364260
573,99114,5.0,1370377598
523,76093,5.0,1503126092
469,904,5.0,965662034
380,6888,2.0,1494071489
103,1271,4.0,1431957950
42,47,4.0,996218105
414,653,3.0,961516154
286,6863,3.0,1119562127
483,58299,3.0,1232847399
523,8970,5.0,1503133428
144,1214,3.0,1136812788
462,910,3.5,1121921373
307,46976,3.5,1186172988
318,8807,3.5,1235166088
599,172253,3.0,1519237603
540,32587,5.0,1179108848
229,34,5.0,836942064
111,69844,4.0,1516140986
480,3499,3.0,1179178960
232,50872,4.0,1184189889
495,139642,4.0,1458634702
608,4022,3.0,1117408281
337,719,3.0,860255929
34,5952,1.0,1162049047
328,2005,3.5,1494212137
604,111,4.0,832079983
474,7757,3.0,1084798828
226,1367,3.0,1096420793
217,1292,3.0,955943432
91,1876,3.0,1112716494
356,3060,3.5,1229140060
275,4235,5.0,1049076289
298,1625,1.5,1447619955
161,899,4.5,1176498953
490,1721,3.0,1328229354
135,1097,4.0,1009690752
47,63082,4.0,1496205289
167,1080,3.5,1154718733
260,5673,3.0,1109408531
103,1193,4.5,1431954401
495,8528,4.0,1458636056
343,50872,3.5,1202060923
307,5443,1.0,1189607373
608,37386,4.5,1147527518
217,2080,3.0,955942646
403,1261,3.5,1225243423
445,5971,2.0,1454622229
474,2628,4.0,974667509
307,55245,3.0,1200844706
217,1917,3.0,955941099
599,49278,2.0,1498509643
240,31,4.0,849122640
477,5444,4.0,1200941819
448,4874,2.0,1019563961
474,6281,3.5,1058207172
283,1918,4.0,901227202
22,216,4.0,1268726081
6,747,3.0,845555046
354,1645,3.5,1200953160
307,55765,4.5,1204234614
34,27728,3.0,1166463862
599,26947,2.5,1498517236
198,364,4.0,1034207302
274,8644,2.5,1171428343
267,2013,4.0,959808907
319,293,5.0,1461351748
254,780,3.0,1180446288
249,1198,5.0,1346758006
489,2253,3.0,1333234323
249,4344,3.5,1415415373
375,597,3.0,1225314361
199,3618,3.0,1018818501
294,2735,2.0,966596753
425,3418,4.0,1085490779
522,6378,4.0,1371443484
51,57532,3.5,1231041324
580,2542,4.5,1167791192
350,736,3.0,864940930
608,4679,0.5,1117506642
229,329,4.0,836941550
600,1029,3.5,1237707965
17,1732,5.0,1322629209
608,3361,2.5,1117503046
42,1641,3.0,996218735
525,8533,3.5,1476476897
429,380,5.0,828124616
222,95307,2.0,1391348073
600,4306,3.5,1237712656
201,260,5.0,939226374
380,8865,4.0,1494267454
19,338,2.0,965703940
3,1093,0.5,1306463627
195,2329,4.0,981960112
376,150,5.0,1364933598
474,5755,2.0,1047043624
517,2046,0.5,1487956163
266,2028,4.0,944980502
307,4835,2.5,1186173494
332,58559,4.0,1352672230
452,2502,5.0,1013398144
198,589,3.0,1034136119
438,1573,4.0,1105668400
590,1303,3.5,1258783171
514,2455,4.0,1533872885
354,2470,3.5,1200953106
409,471,3.0,967912821
42,459,3.0,996220584
527,1097,5.0,1033173716
570,2762,4.0,1181477285
62,3969,4.5,1521931842
70,150,4.0,1355198045
182,7698,3.5,1085148244
351,90888,2.5,1328296721
298,6620,3.0,1449592405
115,2148,4.0,963848471
414,3566,4.0,974736698
414,2485,3.0,961437029
202,2021,3.0,974925178
432,48780,4.5,1328232819
599,7247,2.5,1519146486
582,91630,4.0,1446794049
380,54999,5.0,1494696298
455,50,3.0,836436049
601,5952,5.0,1441639519
274,3355,2.0,1171829572
215,6378,3.0,1260909351
388,44022,4.5,1386694436
510,553,1.0,1141158779
497,2329,5.0,1429127358
346,1345,4.5,1155066851
152,1203,5.0,1450572515
68,6934,3.5,1158531776
599,136012,1.5,1498504862
607,1259,5.0,963079238
50,137857,2.0,1514239521
408,98809,4.0,1468145211
606,4794,3.5,1171500721
382,160980,4.0,1515162521
520,318,5.0,1326608588
274,5266,3.5,1177986784
577,1200,3.0,945966456
380,1385,3.0,1494035899
217,1061,3.0,955942953
202,2150,5.0,974924037
195,996,1.0,974706168
298,111364,2.0,1450441481
232,594,2.5,1182910233
575,2567,4.0,926510311
526,296,4.0,1502132896
599,90471,2.5,1498517116
510,3360,3.5,1141159189
580,3175,2.5,1167792674
91,4351,3.5,1112716638
40,266,4.0,832059080
339,4718,3.5,1460345905
332,1234,4.0,1352674038
580,924,3.5,1167673406
483,1702,2.5,1215898398
357,80489,4.5,1348627749
111,5445,2.0,1516140766
530,586,3.0,843227030
414,1379,3.0,961439454
17,1036,4.0,1305696741
18,588,3.5,1455209912
391,1089,5.0,1030824751
385,1197,4.0,865025275
600,4642,5.0,1237852087
483,778,4.5,1178293706
174,589,4.0,848487003
113,3099,5.0,980306983
153,1356,0.5,1525552756
448,5779,2.0,1082282242
477,4754,4.0,1200945398
599,3476,4.0,1498499581
177,30749,4.0,1435523761
186,4896,4.0,1031072959
18,1276,4.0,1456438623
226,6025,4.0,1096419853
382,81834,4.0,1515162145
45,1080,4.0,951757142
520,1198,5.0,1326609042
42,785,3.0,996219440
249,99112,3.0,1367487712
41,58998,4.0,1459367515
474,2227,3.5,1125600660
390,2025,4.0,1250274932
428,1148,3.0,1111487517
288,3770,2.0,975691905
263,110,4.0,940384545
106,86880,4.0,1467360778
177,2078,3.0,1435534866
20,4776,3.5,1054037390
474,3844,2.5,1060104337
603,948,4.0,953926605
380,60979,4.0,1493473883
526,30707,3.0,1502132058
562,1265,4.0,1368894053
517,5464,3.0,1487958137
509,3081,3.5,1436101399
448,4936,3.0,1074888974
15,1196,5.0,1510572645
294,653,1.0,966634240
198,1994,2.0,1034137374
124,318,4.5,1336412895
177,1968,3.5,1435534080
309,911,4.0,1126452246
73,152081,5.0,1464196315
567,111362,3.0,1525287093
132,1380,3.0,1157922879
274,553,4.5,1171756122
474,2006,4.0,974667415
309,7216,4.5,1126451068
404,500,4.0,838375951
414,24,3.0,961436964
448,93326,2.0,1362231181
491,30825,4.0,1526673283
43,318,4.0,848993718
328,8528,3.0,1494211637
562,110,4.0,1368893870
477,45730,3.0,1222057568
226,8636,4.0,1095663535
307,7046,2.0,1186172675
603,2439,4.0,963179452
365,6874,2.5,1488333518
380,7076,3.0,1508436433
599,2567,2.5,1519201928
603,388,4.0,963179452
68,3421,3.0,1158532806
448,8879,3.5,1099048295
110,7096,5.0,1175330140
606,2177,3.5,1171363467
288,2122,1.0,985627198
126,208,2.0,845925732
84,953,3.0,858772760
414,3365,4.0,961513402
489,2174,4.5,1332772908
187,5971,3.5,1161954458
21,80463,3.0,1419025199
451,805,5.0,854089710
305,953,4.0,1516130661
489,91658,4.0,1332706369
275,337,4.0,1049079037
202,610,4.0,974918797
368,548,2.0,975829943
577,1213,4.0,945966718
509,1367,2.5,1436000396
32,32,4.0,856736119
474,4889,3.5,1107878644
434,2571,5.0,1270603946
50,8379,3.0,1514240037
232,1036,4.5,1218164976
313,608,4.0,1030476180
181,368,3.0,845469778
318,69951,3.5,1413655863
111,72998,2.0,1516140751
480,10,4.0,1179177922
343,1198,4.5,1202060835
606,2001,0.5,1172969043
555,1330,1.0,980124981
599,42738,2.5,1498515505
382,68554,3.5,1515248228
590,921,3.5,1267152159
280,86817,4.0,1348533431
226,4239,4.0,1097545778
380,5444,5.0,1493420144
82,4369,3.5,1084467358
608,88,2.5,1117505159
536,589,3.0,832840384
483,94070,4.0,1415577268
514,5377,4.5,1535943283
414,6059,3.0,1073314982
226,7360,4.0,1162428716
68,3752,2.0,1158534447
329,1237,5.0,1523468283
135,267,2.0,1009692359
50,122898,0.5,1514240068
226,1262,4.5,1095663271
277,737,3.0,861812947
500,176,5.0,1005527755
200,6708,3.0,1229887584
109,25,5.0,841108589
414,3717,3.0,979325624
159,65230,5.0,1508641270
489,5013,1.5,1332774866
232,1682,4.5,1218165205
212,93838,4.0,1490115518
298,93510,2.5,1447599139
448,357,3.0,1019127559
19,1834,3.0,965710871
7,5459,3.0,1106712820
414,60126,3.0,1273977938
211,1210,4.0,1350913053
610,58332,2.0,1493848387
249,8665,4.0,1347317833
64,2761,5.0,1161565763
603,759,4.0,954481981
474,1997,4.0,975173679
438,6059,3.0,1113763770
560,71254,3.0,1469655347
57,162,4.0,972172280
452,541,5.0,1013395184
534,65802,4.0,1459787997
477,3421,5.0,1200943853
28,481,3.0,1242290652
543,73881,5.0,1377023093
10,82167,3.5,1455357720
601,912,4.0,1521467834
212,364,3.0,1523216970
567,108932,4.5,1525283667
298,3527,3.5,1447584750
307,4867,2.5,1186172917
593,318,4.5,1181007485
186,2078,4.0,1031080921
546,1249,5.0,973588348
608,1748,5.0,1117162457
410,1276,5.0,990909699
216,909,4.0,975212422
574,296,3.0,834634383
57,1274,3.0,965798228
608,595,2.5,1117504304
608,1726,2.5,1117506368
414,3251,3.0,961517936
182,3635,4.0,1057525948
414,51077,2.5,1216150609
609,150,3.0,847220802
275,1904,2.0,1049076680
226,1387,3.5,1095662804
182,3326,2.5,1055152140
465,3740,4.0,959895583
477,3994,5.0,1200941427
390,64957,4.0,1250341389
202,1396,3.0,974925096
10,86548,3.0,1455398396
18,608,4.5,1455050069
361,420,3.5,1204045823
68,337,3.5,1158533077
555,1995,2.0,978823714
308,6016,1.0,1421373889
80,72998,4.0,1377308733
380,104,3.0,1493420135
105,104913,4.0,1446572314
339,6711,4.0,1460183268
313,5539,1.0,1030558213
448,4011,4.0,1035980807
4,3809,3.0,986936207
202,3707,3.0,975015669
239,5010,4.5,1221158841
608,4816,3.0,1117408491
605,153,4.0,1277097287
474,5444,3.0,1046871225
474,1221,5.0,983033120
275,296,5.0,1049078586
177,49649,1.0,1435836740
559,519,2.0,845476408
66,535,5.0,1113190283
108,4372,5.0,1042841746
493,2353,3.0,1001562846
111,56174,2.5,1516143236
385,1011,2.0,842892576
224,3496,5.0,971813011
525,919,3.5,1476476746
610,112727,3.0,1493848682
562,595,3.0,1368897333
438,4011,3.5,1105667387
22,74789,0.5,1268726132
474,733,4.0,1100291781
480,44665,4.5,1179162791
466,68954,5.0,1439885233
509,38038,3.0,1435993869
462,91077,4.5,1453169879
41,8641,3.5,1459367529
253,5791,4.0,1286642971
483,4467,5.0,1215871946
232,52283,2.5,1180747408
69,4880,5.0,1021644746
304,1036,4.0,891173435
474,5,1.5,1053021982
425,8368,3.5,1106482519
232,8937,3.5,1110574174
534,27368,3.5,1459796999
298,73266,0.5,1476628535
305,2329,5.0,1460135547
414,5685,4.0,1072057972
222,296,4.0,1391350322
552,653,1.5,1111472945
122,103772,4.5,1461562340
160,260,5.0,971113925
294,1084,4.0,966597447
33,446,5.0,939716559
489,541,4.0,1333101450
456,141,4.0,856883308
605,8977,1.0,1277096178
91,2138,4.0,1112711799
307,6548,3.0,1186085765
274,48304,4.0,1203892899
362,60072,3.5,1530637636
203,590,5.0,1390095352
489,420,2.0,1385823683
606,28,3.5,1173049970
380,1198,5.0,1493419758
58,440,4.0,847718786
352,71745,2.5,1493675105
509,93134,3.5,1435998203
45,4929,3.0,1007483810
92,2664,3.5,1294941533
